"location","State.x","County","X..Smokers","X..Adults.with.Obesity","X..Physically.Inactive","X..With.Access.to.Exercise.Opportunities","X..Excessive.Drinking","X..Uninsured","Primary.Care.Physicians.Ratio","Mental.Health.Provider.Ratio","X..Vaccinated","X..Unemployed","X..Children.in.Poverty","Average.Daily.PM2.5","X","State.y","Life.Expectancy","Premature.age.adjusted.mortality","Age.Adjusted.Death.Rate","Child.Mortality.Rate","Infant.Mortality.Rate","Frequent.Physical.Distress","Frequent.Mental.Distress","Adults.with.Diabetes","HIV.Prevalence.Rate","Food.Insecure","Limited.Access.to.Healthy.Foods","Insufficient.Sleep","Uninsured.adults","Other.Primary.Care.Provider.Ratio","Median.Household.Income","Suicide.Rate..Age.Adjusted.","Average.Traffic.Volume.per.Meter.of.Major.Roadways","Population","less.than.18.years.of.age","pp.65.and.over","mean","sd","median","days","agg"
"Texas Navarro","Texas","Navarro",16,30,25,53,17,22,"2214:1","1549:1",47,3.7,28,10.2,718,"Texas",75.7,794,462,58,7,13,13,10,227,17,11,33,27,"2065:01:00",46259,22,103,49565,26.5,17,8.416684056,4.231912465,7.7,7115,59884.70706
"Texas Nueces","Texas","Nueces",14,33,25,95,20,19,"1208:1","867:1",40,4.7,23,9.9,719,"Texas",78.4,4683,399,48,5,12,12,13,206,12,10,33,23,"1062:01:00",53034,13,517,362265,24.6,14.4,8.821416019,4.858175741,7.6,11008,97106.14754
"Texas Orange","Texas","Orange",16,41,38,64,18,15,"4725:1","4643:1",43,5.7,20,9.8,720,"Texas",74,1599,543,67,9,11,13,15,182,19,9,33,18,"2882:01:00",56556,18,154,83572,24.8,16.1,8.685279618,4.203793591,7.870833,7104,61700.22641
"Texas Potter","Texas","Potter",18,37,28,71,17,24,"1338:1","499:1",47,2.9,28,7.5,721,"Texas",74.3,1872,520,69,8,14,13,11,274,17,10,34,29,"527:01:00",41912,22,360,119648,27.5,12.5,6.000119518,3.287343287,5.3354165,7274,43644.86937
"Texas Tarrant","Texas","Tarrant",14,30,25,94,19,18,"1718:1","821:1",49,3.5,17,10.6,722,"Texas",79.1,20192,326,51,7,11,12,10,321,16,8,35,22,"1242:01:00",66059,13,578,2084931,26.3,11.3,9.068491727,4.203302201,8.3,16922,153457.017
"Texas Travis","Texas","Travis",12,22,17,93,25,15,"1176:1","362:1",49,2.8,15,10.5,723,"Texas",81.8,8536,242,38,4,9,11,7,460,15,7,29,17,"1077:01:00",76255,12,580,1248743,21.7,9.9,8.353089124,4.399846768,7.4,19041,159051.17
"Texas Webb","Texas","Webb",18,38,29,88,16,29,"3088:1","3171:1",35,3.8,35,8.4,724,"Texas",80.3,2182,314,45,5,17,15,7,215,9,13,36,39,"1985:01:00",44919,5,402,275910,32.9,9.5,10.3822163,5.536570367,8.9875,6525,67743.96138
"Texas Wichita","Texas","Wichita",18,35,31,69,18,18,"1389:1","664:1",44,3.4,22,8.8,725,"Texas",75.5,2018,484,68,8,13,13,14,122,19,13,37,21,"886:01:00",47477,22,259,132064,22.5,14.7,7.159046186,3.557322315,6.5,2838,20317.37308
"Utah Box Elder","Utah","Box Elder",10,32,23,76,11,9,"3380:1","211:1",44,3,9,7.3,726,"Utah",78.7,518,331,48,5,10,12,9,47,12,7,29,10,"3053:01:00",62689,25,67,54950,31.7,12.9,7.424042467,7.51244964,5.2,8752,64975.21967
"Utah Cache","Utah","Cache",9,26,15,86,12,10,"2183:1","629:1",50,2.7,12,7.2,727,"Utah",81.4,704,238,42,4,10,12,6,43,14,10,28,12,"1790:01:00",60315,16,57,127068,30.3,9.5,9.236544856,9.818342331,6.3,15349,141771.727
"Utah Davis","Utah","Davis",9,26,18,94,11,7,"2107:1","487:1",49,2.9,6,8.4,728,"Utah",80.6,2257,245,41,5,10,11,8,69,11,6,29,8,"1832:01:00",84381,18,206,351713,32.1,10,7.519529927,6.66847561,5.682639,5528,41567.96144
"Utah Duchesne","Utah","Duchesne",11,30,22,54,11,16,"2225:1","605:1",40,4.6,14,6.2,729,"Utah",77,226,412,36,NA,11,12,9,46,15,7,31,18,"1109:01:00",60767,44,34,19964,33.7,12.1,6.511328093,5.707489396,4.7,6077,39569.34082
"Utah Garfield","Utah","Garfield",10,24,23,39,10,16,"1693:1","1016:1",29,7.8,19,4.5,730,"Utah",75.9,68,398,NA,NA,11,12,8,NA,16,25,30,18,"1270:01:00",51028,44,14,5080,23.3,23.1,2.23868011,1.81244619,1.9,1091,2442.4
"Utah Iron","Utah","Iron",11,26,20,62,12,14,"2684:1","324:1",42,3.6,16,4.8,731,"Utah",78.7,500,339,61,7,13,14,8,36,17,14,29,17,"1955:01:00",51393,20,98,52775,29,12.7,4.436321971,2.613952384,4.1,1614,7160.223662
"Utah Salt Lake","Utah","Salt Lake",10,25,18,90,16,11,"1307:1","201:1",49,3,10,8.4,732,"Utah",79.5,9728,302,52,6,10,11,7,212,12,3,30,13,"824:01:00",73619,23,247,1152633,27.1,10.9,7.892981255,7.891885543,5.5,28976,228707.0249
"Utah San Juan","Utah","San Juan",16,35,23,37,10,17,"1396:1","813:1",22,6.2,27,5.3,733,"Utah",76.9,200,447,75,NA,15,16,12,NA,19,34,34,21,"858:01:00",42982,22,14,15449,30.5,14.2,2.481784729,1.968780118,2.1,1087,2697.7
"Utah Tooele","Utah","Tooele",10,34,24,89,13,8,"5189:1","958:1",45,3.5,7,6.8,734,"Utah",78.6,617,347,50,4,10,12,11,55,11,10,34,10,"1840:01:00",73584,26,53,69907,32.6,9.2,6.933638693,5.974625042,5.5,9845,68261.67294
"Utah Uintah","Utah","Uintah",13,35,24,62,13,16,"2704:1","754:1",44,4.7,14,6.5,735,"Utah",76.9,377,390,60,5,12,13,10,48,14,7,31,18,"2085:01:00",63631,32,26,35438,33.2,10.9,6.191291371,4.80730972,5,11170,69156.72462
"Utah Utah","Utah","Utah",6,25,16,85,8,8,"2360:1","384:1",46,2.8,8,7.7,736,"Utah",80.6,3333,253,47,5,10,11,6,40,13,7,29,10,"1307:01:00",75296,17,189,622213,33.4,7.7,7.705205335,8.392682427,5.504167,22461,173066.617
"Utah Washington","Utah","Washington",9,24,19,81,10,14,"1726:1","369:1",46,3.4,12,5,737,"Utah",81.8,1530,272,46,5,11,12,8,69,14,9,30,16,"981:01:00",57069,26,92,171700,26.1,21.5,4.530651398,2.817988335,4,8336,37767.51005
"Utah Wayne","Utah","Wayne",9,22,18,44,11,15,"2719:1","168:1",12,6,17,4.7,738,"Utah",79.4,39,343,NA,NA,10,11,9,NA,15,14,25,16,"897:01:00",47175,NA,12,2690,24.4,21.8,2.461176471,2.023548968,2,1105,2719.6
"Utah Weber","Utah","Weber",11,31,20,86,13,10,"2289:1","440:1",44,3.5,11,8,739,"Utah",78.3,2496,342,50,6,12,12,8,80,12,6,31,12,"1100:01:00",68106,27,137,256359,28.3,11.7,9.434682852,8.29258441,7.5,11155,105243.8872
"Vermont Bennington","Vermont","Bennington",15,30,20,100,18,6,"937:1","215:1",51,3.1,17,7.7,740,"Vermont",77.6,530,371,36,NA,10,13,9,154,12,4,30,7,"848:01:00",52510,20,78,35631,19,22.9,6.065435849,3.769887501,5.24375,7870,47734.98013
"Vermont Chittenden","Vermont","Chittenden",11,21,14,87,22,5,"554:1","161:1",59,2.1,8,6.5,741,"Vermont",81.6,1377,253,37,5,9,11,6,148,12,3,27,6,"669:01:00",74240,13,281,164572,17.7,15,5.224596009,3.86965189,4.4,17486,91357.28582
"Vermont Rutland","Vermont","Rutland",15,31,21,85,18,6,"1374:1","330:1",49,3.1,14,8.6,742,"Vermont",77.6,885,367,40,NA,10,12,11,104,12,5,31,7,"804:01:00",51723,21,114,58672,17.8,22.1,8.929365932,6.412223625,7.166667,8333,74408.40631
"Vermont Windham","Vermont","Windham",15,24,18,70,19,6,"953:1","147:1",37,2.9,16,8.2,743,"Vermont",78.5,601,346,38,NA,10,13,8,175,13,5,27,7,"950:01:00",54441,26,93,42756,17.9,22.8,3.324593968,2.543383986,2.6,862,2865.8
"Virginia Albemarle","Virginia","Albemarle",14,21,18,77,21,10,"669:1","730:1",59,2.7,10,8.5,744,"Virginia",83,846,219,21,3,10,11,7,156,9,4,31,12,"1222:01:00",80392,11,174,108718,19.8,18.6,7.233003732,3.623702393,6.65625,6440,46580.54403
"Virginia Arlington","Virginia","Arlington",12,20,13,100,22,8,"1250:1","560:1",51,2,7,9.7,745,"Virginia",85.2,1077,161,29,3,9,10,4,440,7,0,34,9,"1616:01:00",120950,8,2106,237521,18.1,10.6,8.72828125,4.744785917,7.7,1920,16758.3
"Virginia Chesterfield","Virginia","Chesterfield",15,32,24,75,18,9,"1142:1","608:1",52,2.9,10,9.3,746,"Virginia",79.4,3655,303,43,6,10,11,10,209,9,7,38,11,"1621:01:00",80734,14,239,348556,23.8,14.9,8.054733492,3.94049028,7.3,1257,10124.8
"Virginia Fairfax","Virginia","Fairfax",9,22,16,100,17,9,"941:1","546:1",51,2.4,7,8.3,747,"Virginia",85.3,6358,167,33,4,8,9,6,232,5,2,32,11,"1139:01:00",122035,9,842,1150795,23.4,13.5,7.862296388,4.047666722,7.1,12208,95982.91431
"Virginia Frederick","Virginia","Frederick",14,31,23,81,20,10,"2337:1","1803:1",53,2.6,10,9.1,748,"Virginia",79.8,966,311,45,6,9,11,12,113,6,4,33,13,"5890:01:00",77684,19,150,88355,23.1,17.3,8.290483235,4.400819889,7.4,7608,63073.99645
"Virginia Henrico","Virginia","Henrico",15,32,23,97,17,10,"950:1","358:1",56,3,13,8.5,749,"Virginia",79.2,3561,318,53,7,10,11,10,292,12,4,33,12,"1124:01:00",68581,12,319,329261,22.6,15.5,7.844305507,3.76743552,7.1,11056,86726.64169
"Virginia Loudoun","Virginia","Loudoun",11,22,17,92,18,7,"1292:1","695:1",52,2.5,4,9.6,750,"Virginia",84.2,1887,173,27,4,8,9,6,107,3,1,33,8,"1547:01:00",140382,12,173,406850,28.3,9.3,8.240343348,4.399420442,7.4,1165,9600
"Virginia Madison","Virginia","Madison",16,38,25,52,16,13,"1897:1","3324:1",58,2.4,16,8.4,751,"Virginia",78,190,365,NA,NA,11,13,12,98,9,1,36,15,"2216:01:00",60450,23,32,13295,20.4,22.3,5.627881272,3.43490558,5,6515,36665.64649
"Virginia Page","Virginia","Page",18,36,30,32,17,13,"2966:1","2659:1",30,4.2,19,8.4,752,"Virginia",76.8,405,416,58,NA,12,13,23,69,12,1,32,15,"1197:01:00",49073,28,29,23933,19.9,21.4,8.441285714,4.52665557,7.5,700,5908.9
"Virginia Richmond City","Virginia","Richmond City",20,31,23,91,22,14,"966:1","278:1",49,3.5,35,9.3,753,"Virginia",77.4,3122,440,97,10,13,14,12,536,20,8,39,16,"571:01:00",48747,10,821,228783,17.5,13.2,8.67114577,3.980841262,8.0125,3681,31918.48758
"Virginia Roanoke","Virginia","Roanoke",15,30,25,82,18,8,"768:1","394:1",55,2.7,8,8.1,754,"Virginia",79,1246,340,42,7,9,11,12,117,8,3,34,10,"1447:01:00",68734,17,136,94073,19.8,21.4,7.061347175,3.378422313,6.5,5623,39705.95516
"Virginia Roanoke City","Virginia","Roanoke City",20,35,29,92,17,13,"1109:1","356:1",51,3.2,32,9,755,"Virginia",74,1891,539,69,8,13,14,12,449,16,8,38,16,"392:01:00",42715,20,411,99920,22.6,16.5,9.162387263,4.418673754,8.5,2491,22823.50667
"Virginia Rockbridge","Virginia","Rockbridge",16,27,26,56,16,12,"1079:1","22752:1",49,3,17,8.6,756,"Virginia",80.3,290,304,NA,NA,11,13,13,51,10,5,34,14,"4550:01:00",53413,17,42,22752,17.5,26,6.76880651,3.526532121,6.3,1106,7486.3
"Virginia Rockingham","Virginia","Rockingham",15,28,29,72,18,15,"3488:1","6250:1",48,2.6,9,8.9,757,"Virginia",80.7,836,279,52,6,10,12,10,84,8,6,34,17,"3693:01:00",61375,16,77,81244,21.9,19,8.268072787,4.53414635,7.4,1209,9996.1
"Washington Adams","Washington","Adams",14,37,24,62,16,13,"2167:1","581:1",36,5.4,20,9.3,758,"Washington",80.1,176,323,43,NA,14,14,10,106,8,7,30,18,"1162:01:00",52012,NA,26,19759,35.4,11.1,5.126226199,6.640451177,3.8,7140,36601.25506
"Washington Asotin","Washington","Asotin",14,32,22,98,17,7,"1186:1","283:1",47,4.4,21,8.6,759,"Washington",79.5,317,348,NA,NA,12,14,13,95,13,6,28,8,"2055:01:00",49776,23,83,22610,20.3,23.3,8.519353674,9.347004458,6.404167,6953,59235.06609
"Washington Benton","Washington","Benton",13,31,17,77,18,8,"1468:1","385:1",50,5.2,14,9.2,760,"Washington",80.3,1896,288,42,5,11,13,9,65,11,4,31,10,"952:01:00",69212,17,212,201877,26.7,14.9,6.555835807,6.386598692,5,7036,46126.86074
"Washington Chelan","Washington","Chelan",13,27,18,85,19,9,"850:1","264:1",33,4.5,15,6.9,761,"Washington",81.1,755,259,37,4,12,13,7,85,10,6,28,12,"621:01:00",57243,13,186,77036,23.4,19.1,7.919070739,13.62333904,5,15954,126340.8546
"Washington Clallam","Washington","Clallam",14,29,20,77,16,9,"1020:1","300:1",50,6.4,21,5.8,762,"Washington",79.4,1127,334,46,6,12,13,12,106,15,9,29,11,"834:01:00",57183,28,89,76737,17,29.6,4.358513661,5.343451121,3.2,22748,99147.46875
"Washington Clark","Washington","Clark",14,31,17,93,19,7,"1417:1","294:1",44,4.8,11,8.3,763,"Washington",80.3,4567,273,36,4,10,12,10,170,12,5,31,9,"1585:01:00",73971,17,405,481857,23.9,15.5,6.674020176,6.343020515,4.8,15639,104375.0015
"Washington Columbia","Washington","Columbia",14,35,27,39,16,6,"1349:1","338:1",20,5.6,19,7.1,764,"Washington",77.7,76,433,NA,NA,13,14,11,258,13,11,28,8,"1015:01:00",53700,NA,70,4059,18.8,27.9,5.420733727,5.227225324,4.120833,7003,37961.39829
"Washington Cowlitz","Washington","Cowlitz",18,35,23,74,18,7,"1527:1","247:1",45,5.9,18,6.9,765,"Washington",76.9,1683,412,56,7,12,14,11,139,14,9,31,8,"1238:01:00",58624,20,232,108987,23,18.9,5.627735022,4.272432723,4.4145835,7238,40733.54609
"Washington Franklin","Washington","Franklin",14,33,21,61,18,12,"4188:1","755:1",46,6.1,17,9.4,766,"Washington",81.4,621,259,33,4,12,13,10,103,7,8,31,17,"1814:01:00",60483,11,309,94347,32.4,9.2,5.900338121,6.132423315,4.5,6988,41231.56279
"Washington Garfield","Washington","Garfield",13,33,27,46,16,4,"1105:1","2247:1",28,5.8,18,7.5,767,"Washington",80.7,31,307,NA,NA,12,13,13,NA,13,38,27,5,"375:01:00",50185,NA,83,2247,21.3,25.4,5.841464628,7.875968896,4.01875,1880,10981.9535
"Washington Grant","Washington","Grant",16,34,24,79,17,13,"2379:1","466:1",29,6.2,17,9.2,768,"Washington",79,1017,341,50,4,13,13,11,53,9,10,34,17,"1232:01:00",53688,12,93,97331,29.4,13.7,6.331710049,7.437573881,4.6520835,9126,57783.1859
"Washington Grays Harbor","Washington","Grays Harbor",15,36,24,82,18,9,"2908:1","336:1",42,6.7,24,6.1,769,"Washington",76.8,1306,433,55,5,13,14,13,128,14,12,32,11,"1103:01:00",48763,22,172,73901,20.4,21.6,4.727500438,3.528046551,3.879167,14145,66870.4937
"Washington Jefferson","Washington","Jefferson",12,24,11,85,17,8,"1201:1","248:1",39,5.8,22,6.1,770,"Washington",81,444,283,64,NA,10,12,8,114,13,8,24,9,"933:01:00",55893,32,47,31729,11.8,36.9,5.420039096,4.111878812,4.520833,7117,38574.41824
"Washington King","Washington","King",9,22,13,97,20,6,"829:1","234:1",52,3.5,11,7.5,771,"Washington",82.4,16726,233,34,4,9,11,7,370,12,3,29,8,"1005:01:00",94822,12,826,2233163,20.3,13.2,6.803385749,5.761432921,5.6,59810,406910.5017
"Washington Kitsap","Washington","Kitsap",12,31,16,85,19,5,"1549:1","304:1",48,4.6,12,7,772,"Washington",80.2,2912,286,42,5,11,12,8,133,12,7,27,6,"1420:01:00",76530,16,200,269805,20.5,17.8,5.137847076,4.682084617,4,7114,36550.6441
"Washington Kittitas","Washington","Kittitas",14,27,21,79,22,8,"1711:1","607:1",36,5.3,13,6.7,773,"Washington",81.5,412,265,51,NA,11,13,7,74,15,10,27,10,"1633:01:00",55624,20,86,47364,17.1,16,6.794083738,9.485434693,4.2,10613,72105.61071
"Washington Klickitat","Washington","Klickitat",14,29,20,74,17,10,"1454:1","691:1",26,5.7,18,6.4,774,"Washington",80.7,325,334,NA,NA,13,14,11,71,13,13,31,12,"1164:01:00",56503,16,36,22107,19.4,23.9,5.646079986,5.227855469,4.2,3239,18287.65307
"Washington Lewis","Washington","Lewis",16,35,24,54,15,9,"2234:1","275:1",35,6.3,17,6.8,775,"Washington",77.7,1227,380,69,7,13,13,10,80,14,8,32,11,"995:01:00",57019,20,157,79604,21.4,21,5.556226958,4.750896249,4.6,8307,46155.57734
"Washington Mason","Washington","Mason",16,36,23,63,18,9,"3748:1","565:1",42,6.3,23,5.9,776,"Washington",78.9,958,344,43,5,12,13,12,148,13,3,33,11,"2520:01:00",58239,22,84,65507,19.4,22.8,6.416609491,4.685252284,5.2,7294,46802.74963
"Washington Okanogan","Washington","Okanogan",17,33,23,67,15,15,"1347:1","360:1",21,6.4,26,7.1,777,"Washington",78.7,623,360,34,NA,14,14,11,73,14,9,30,19,"691:01:00",48345,21,53,42132,23.2,21.6,9.059635122,14.3105652,6,20689,187434.791
"Washington Pend Oreille","Washington","Pend Oreille",15,40,25,59,18,8,"1908:1","439:1",29,7.2,23,9,778,"Washington",77.2,227,377,NA,NA,13,13,14,88,14,14,32,10,"972:01:00",49750,23,53,13602,19.4,26,4.251351994,5.849516566,3.1,989,4204.587122
"Washington Pierce","Washington","Pierce",15,31,19,83,19,7,"1379:1","216:1",47,5.2,11,7.1,779,"Washington",78.8,9856,338,46,5,12,13,10,196,13,8,36,9,"885:01:00",75022,19,365,891299,23.5,13.8,7.045269498,6.641229627,5.3,32982,232367.0786
"Washington San Juan","Washington","San Juan",12,18,14,86,18,9,"1286:1","241:1",38,3.9,13,7.3,780,"Washington",85.5,164,186,NA,NA,11,12,6,142,11,0,24,10,"2447:01:00",62249,15,0,17128,13,34.1,4.001342262,1.294680447,3.8,229,916.307378
"Washington Skagit","Washington","Skagit",13,29,17,81,18,9,"1185:1","242:1",48,5.2,12,7.5,781,"Washington",79.9,1427,292,37,4,11,12,10,91,11,7,29,11,"943:01:00",70955,17,207,128206,21.8,20.7,4.867306796,3.870837816,4.11875,11700,56947.48952
"Washington Snohomish","Washington","Snohomish",13,29,18,86,19,6,"1904:1","306:1",49,3.8,9,8.1,782,"Washington",80.4,7592,277,39,4,11,11,8,155,10,4,35,8,"1666:01:00",87096,15,427,814901,22.6,13.5,6.754304138,6.777539709,4.75,25563,172660.2767
"Washington Spokane","Washington","Spokane",14,28,18,89,18,6,"1112:1","249:1",46,5.2,15,11.7,783,"Washington",78.5,6228,347,46,5,11,13,9,134,14,4,30,7,"695:01:00",59408,19,407,514631,22.2,16.2,8.272143789,9.799080044,6.341667,14171,117224.5496
"Washington Stevens","Washington","Stevens",15,31,23,43,15,8,"1443:1","271:1",29,7.1,19,9,784,"Washington",79.5,664,330,NA,NA,13,14,11,51,14,14,32,10,"1414:01:00",51183,21,35,45260,21.6,23.3,7.707424188,7.678160849,5.483333,14226,109645.8165
"Washington Thurston","Washington","Thurston",13,30,17,75,18,6,"1002:1","297:1",48,4.8,10,7.2,785,"Washington",80.3,2994,285,39,5,11,12,10,119,12,7,29,7,"1160:01:00",72400,17,198,286419,21.4,17.3,6.354206279,6.21411362,4.5,6896,43818.6065
"Washington Walla Walla","Washington","Walla Walla",13,27,17,83,17,8,"865:1","348:1",47,4.7,15,8.5,786,"Washington",79.8,654,310,37,5,12,13,11,110,11,5,27,10,"983:01:00",57329,15,180,60922,21,18.1,6.251992377,7.340013668,4.5,6876,42988.69959
"Washington Whatcom","Washington","Whatcom",14,28,14,85,23,8,"1096:1","222:1",47,4.7,14,9.5,787,"Washington",81.3,2088,262,37,4,11,13,8,109,13,7,29,9,"1261:01:00",62262,16,169,225685,19.5,17.4,5.192926486,5.190214376,4.2,7935,41205.87167
"Washington Whitman","Washington","Whitman",15,28,18,76,21,6,"1691:1","673:1",53,4.3,12,9.6,788,"Washington",81,312,259,47,NA,13,14,7,60,18,8,27,7,"1556:01:00",45389,15,252,49791,15,10.4,5.025587226,5.854564038,3.791667,20097,100999.2265
"Washington Yakima","Washington","Yakima",14,35,23,75,16,13,"1498:1","320:1",48,6.3,21,7.9,789,"Washington",77.8,2909,381,47,5,14,14,11,124,9,5,32,18,"1002:01:00",51377,14,240,251446,29.6,13.7,8.916005244,10.56952489,5.9,26889,239742.465
"West Virginia Berkeley","West Virginia","Berkeley",22,37,30,44,14,7,"2253:1","595:1",46,4.1,16,9.7,790,"West Virginia",75.4,1837,457,57,7,14,14,13,153,11,8,43,9,"1171:01:00",59619,20,59,117123,23.2,14.7,9.967795139,5.980092604,8.75,1152,11482.9
"West Virginia Brooke","West Virginia","Brooke",20,36,35,84,13,6,"4489:1","7401:1",48,6.1,20,11.3,791,"West Virginia",76.5,390,418,NA,NA,14,15,19,35,12,7,36,7,"5551:01:00",48342,13,71,22203,17.7,23.8,10.50470728,5.446347803,9.6,2528,26555.9
"West Virginia Cabell","West Virginia","Cabell",24,33,28,89,12,9,"629:1","370:1",45,4.7,23,10.4,792,"West Virginia",71.4,2066,663,80,9,17,17,15,180,16,4,37,11,"329:01:00",39790,19,140,93224,19.7,18.8,9.399715909,4.57649971,8.5,1408,13234.8
"West Virginia Hancock","West Virginia","Hancock",22,42,30,90,13,7,"1841:1","693:1",45,5.9,20,10.9,793,"West Virginia",74.9,595,496,NA,NA,15,16,16,27,13,9,40,9,"909:01:00",47299,26,56,29094,18.9,23.1,9.640104167,5.307937697,8.5,1152,11105.4
"West Virginia Harrison","West Virginia","Harrison",23,34,28,70,14,8,"869:1","479:1",41,4.5,22,9.6,794,"West Virginia",75.3,1228,484,53,7,15,16,17,80,12,4,37,9,"563:01:00",47942,24,74,67554,21.4,19.5,8.654730327,4.214748882,8,1131,9788.5
"West Virginia Kanawha","West Virginia","Kanawha",21,38,28,72,12,7,"761:1","528:1",47,5.2,26,10.4,795,"West Virginia",73.4,3810,551,54,6,14,16,16,192,14,8,38,9,"390:01:00",41926,24,124,180454,20,20.7,8.9433915,4.366515425,8.2,5148,46040.57944
"West Virginia Marion","West Virginia","Marion",23,35,26,63,14,7,"1878:1","1058:1",40,5.7,24,10,796,"West Virginia",76.1,934,442,42,7,15,16,12,54,13,5,40,8,"1220:01:00",46244,16,27,56097,20.1,19.5,9.391231178,4.656264672,8.5,1129,10602.7
"West Virginia Marshall","West Virginia","Marshall",22,41,30,62,12,7,"2399:1","5131:1",46,5.8,19,10.9,797,"West Virginia",77.3,517,389,NA,NA,16,16,16,59,13,9,38,9,"1710:01:00",50064,21,76,30785,19.3,22.4,11.30581262,5.436996863,10.4,7244,81899.30662
"West Virginia Monongalia","West Virginia","Monongalia",20,30,21,82,18,7,"756:1","396:1",47,4.1,14,9.7,798,"West Virginia",79,989,321,69,8,14,15,9,103,15,7,37,8,"280:01:00",51070,14,79,106420,16.3,12.6,8.563794604,4.443281137,7.7,1149,9839.8
"West Virginia Ohio","West Virginia","Ohio",22,35,27,86,13,6,"627:1","326:1",49,4.6,18,10.9,799,"West Virginia",75.8,744,464,65,6,15,15,13,103,13,8,37,8,"316:01:00",48689,18,171,41755,19,21.8,10.05700787,5.291356128,8.8,1270,12772.4
"West Virginia Raleigh","West Virginia","Raleigh",25,39,30,55,11,7,"1137:1","614:1",40,5.3,25,9.2,800,"West Virginia",73.1,1663,592,72,8,16,17,15,175,14,13,42,9,"429:01:00",41298,21,37,74254,20.8,20.6,8.635098039,4.277542614,8,510,4403.9
"West Virginia Tucker","West Virginia","Tucker",21,31,25,99,13,8,"2305:1","1391:1",26,5.5,21,8.2,801,"West Virginia",77.3,111,387,NA,NA,14,15,19,NA,12,1,35,9,"1159:01:00",48070,NA,43,6955,15.5,26.2,5.391152815,3.5114383,4.7,1119,6032.7
"West Virginia Wood","West Virginia","Wood",24,39,28,68,11,7,"1216:1","714:1",49,5.5,22,10.6,802,"West Virginia",75,1570,485,53,7,15,16,17,71,13,7,36,9,"726:01:00",45278,21,69,84203,20.9,20.4,9.520209059,4.858798825,8.65,1148,10929.2
"Wisconsin Ashland","Wisconsin","Ashland",19,34,21,64,25,8,"620:1","318:1",54,4.3,23,6.3,803,"Wisconsin",76.7,237,399,79,NA,11,13,9,61,12,13,32,9,"918:01:00",44627,21,104,15600,21.9,19.6,5.130810532,3.816882991,4.1,1663,8532.537915
"Wisconsin Brown","Wisconsin","Brown",15,33,20,92,27,7,"1401:1","512:1",54,2.7,11,9.1,804,"Wisconsin",79.9,2519,285,47,6,10,11,11,98,9,6,34,8,"724:01:00",62097,16,311,263378,23.8,14.9,8.270015344,5.718068433,6.8,8635,71411.5825
"Wisconsin Dane","Wisconsin","Dane",12,23,14,94,28,5,"783:1","247:1",65,2.2,8,9.4,805,"Wisconsin",81.7,4107,238,46,5,9,10,6,148,10,5,28,6,"614:01:00",71789,13,523,542364,20.4,13.7,8.988814851,5.399753561,7.6127715,9760,87730.83295
"Wisconsin Dodge","Wisconsin","Dodge",15,34,21,83,28,6,"2195:1","945:1",53,2.6,11,9.7,806,"Wisconsin",78.5,1061,330,48,5,10,10,11,126,9,4,35,6,"1058:01:00",63608,16,91,87847,19.8,17.6,7.80915427,5.385883892,6.5,8318,64956.54522
"Wisconsin Eau Claire","Wisconsin","Eau Claire",16,31,20,81,27,6,"810:1","320:1",58,2.6,13,8,807,"Wisconsin",79.5,1034,303,50,6,10,12,9,40,11,6,32,7,"533:01:00",60111,17,230,104534,20.4,15.7,6.573980994,4.782985085,5.6,5835,38359.1791
"Wisconsin Forest","Wisconsin","Forest",19,29,23,54,24,11,"2990:1","599:1",33,4.8,21,6.8,808,"Wisconsin",74.8,147,448,NA,NA,12,13,9,NA,12,14,32,12,"1284:01:00",45156,NA,38,8991,19.5,23,4.671035957,3.769852887,3.7,6551,30599.95656
"Wisconsin Grant","Wisconsin","Grant",16,34,21,70,27,8,"2261:1","859:1",44,2.8,15,9.5,809,"Wisconsin",80.3,476,271,35,6,11,12,11,29,11,4,33,9,"1257:01:00",57328,11,84,51554,20.9,17.3,8.138653322,4.810390348,7.070833,6419,52242.01567
"Wisconsin Kenosha","Wisconsin","Kenosha",17,31,23,98,26,7,"2133:1","882:1",50,3.5,15,11.2,810,"Wisconsin",78.3,1956,346,48,6,11,11,8,147,10,7,33,8,"1553:01:00",65013,13,189,169290,22.8,14.1,8.097895692,5.389458257,6.8479165,6852,55486.78128
"Wisconsin La Crosse","Wisconsin","La Crosse",15,27,23,89,27,5,"721:1","320:1",59,2.6,9,8.5,811,"Wisconsin",79.9,1146,294,44,4,10,11,7,100,11,6,31,6,"456:01:00",60619,19,301,118230,19.8,16.4,7.237003757,4.973620411,6.2,7066,51136.66855
"Wisconsin Manitowoc","Wisconsin","Manitowoc",15,33,23,77,24,7,"2084:1","1040:1",50,3.1,13,9.5,812,"Wisconsin",79.3,962,309,53,6,10,11,12,49,9,5,31,7,"1275:01:00",56466,18,112,79074,20.6,20.5,9.25625,6.992814463,6.8,80,740.5
"Wisconsin Milwaukee","Wisconsin","Milwaukee",18,32,23,98,25,8,"1396:1","342:1",50,3.6,27,11.5,813,"Wisconsin",76.9,12467,420,76,9,12,13,10,365,15,3,36,10,"529:01:00",49771,12,811,948201,24,13.6,8.557219272,5.259888407,7.4,22313,190937.2336
